Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Total_Test_Results,Case_Fatality_Ratio
Rhode Island,US,2020-11-25,41.6809,-71.5118,52317,1335,3510.0,47472.0,44.0,4938.543140629115,,,,84000044.0,USA,140858.02667834665,,1492195.0,2.551751820631917
Puerto Rico,US,2020-11-25,18.2208,-66.5901,48725,1052,40035.0,7638.0,72.0,1525.6627591747988,,,,630.0,PRI,11106.167341016391,,354697.0,2.1590559261159568
Pennsylvania,US,2020-11-25,40.5908,-77.2098,333465,10070,203253.0,120142.0,42.0,2604.7905524680577,,,,84000042.0,USA,23988.850482530488,,3071050.0,3.019807176165415
Oregon,US,2020-11-25,44.571999999999996,-122.0709,68503,867,5870.0,61766.0,41.0,1624.1648068620684,,,,84000041.0,USA,24396.30541212029,,1028972.0,1.2656380012554194
Oklahoma,US,2020-11-25,35.5653,-96.9289,184342,1680,149345.0,33317.0,40.0,4658.664417808471,,,,84000040.0,USA,51375.2817496009,,2032905.0,0.911349556802031
Ohio,US,2020-11-25,40.3888,-82.7649,382743,6274,242146.0,134323.0,39.0,3274.358162732802,,,,84000039.0,USA,50105.55132559394,,5856888.0,1.6392200510525343
Northern Mariana Islands,US,2020-11-25,15.0979,145.6739,104,2,29.0,73.0,69.0,188.59712752067315,,,,580.0,MNP,30558.174960104454,,16851.0,1.9230769230769231
North Dakota,US,2020-11-25,47.5289,-99.78399999999999,75478,893,65976.0,8609.0,38.0,9904.44347047878,,,,84000038.0,USA,137748.37217969142,,1049728.0,1.1831262089615515
North Carolina,US,2020-11-25,35.6301,-79.8064,346506,5138,293555.0,47813.0,37.0,3303.8064912523582,,,,84000037.0,USA,48479.48395531539,,5084569.0,1.482802606592671
New York,US,2020-11-25,42.1657,-74.9481,613266,34388,84001.0,494877.0,36.0,3152.461392544018,,,,84000036.0,USA,95230.3077056175,,18525686.0,5.607354720463877
New Mexico,US,2020-11-25,34.8405,-106.2485,88102,1451,30170.0,56481.0,35.0,4201.677866912371,,,,84000035.0,USA,70956.66837877576,,1487840.0,1.6469546661823795
New Jersey,US,2020-11-25,40.2989,-74.521,317905,16886,42125.0,258894.0,34.0,3579.128570769147,,,,84000034.0,USA,65607.00683052266,,5827339.0,5.311649706673378
New Hampshire,US,2020-11-25,43.4525,-71.5639,18846,514,13969.0,4363.0,33.0,1386.0298254555566,,,,84000033.0,USA,57774.26232486168,,785563.0,2.7273692030139016
Arizona,US,2020-11-25,33.7298,-111.4312,310850,6524,49810.0,254516.0,4.0,4270.670229382458,,,,84000004.0,USA,29636.253202315736,,2157139.0,2.0987614605115006
American Samoa,US,2020-11-25,-14.270999999999999,-170.132,0,0,,0.0,60.0,0.0,,,,16.0,ASM,3572.904872306393,,1988.0,
Nebraska,US,2020-11-25,41.1254,-98.2681,117682,950,59002.0,57730.0,31.0,6083.618347318663,,,,84000031.0,USA,66825.7678835075,,1292683.0,0.8072602437076188
Washington,US,2020-11-26,47.4009,-121.4905,153906,2704,,151202.0,53.0,2021.1183532060136,,,,84000053.0,USA,38009.29310497206,,2894367.0,1.7569165594583709
Maine,US,2020-11-26,44.6939,-69.3819,11265,190,8791.0,2284.0,23.0,838.037452425659,,,,84000023.0,USA,62588.936864125586,,841328.0,1.6866400355082112
Louisiana,US,2020-11-26,31.1695,-91.8678,225638,6350,192488.0,26800.0,22.0,4853.6889352378275,,,,84000022.0,USA,71216.42731426687,,3310705.0,2.8142422818851442
Kentucky,US,2020-11-26,37.6681,-84.6701,166139,1835,27349.0,136955.0,21.0,3718.6920349810734,,,,84000021.0,USA,55512.05291882373,,2480097.0,1.1044968369858974
Kansas,US,2020-11-26,38.5266,-96.7265,150647,1503,3299.0,145845.0,20.0,5170.98397220485,,,,84000020.0,USA,27432.161449126317,,799185.0,0.9976966019900828
Iowa,US,2020-11-26,42.0115,-93.2105,223323,2349,124520.0,96454.0,19.0,7078.2264735806175,,,,84000019.0,USA,33524.390900994265,,1057718.0,1.051839711986674
Indiana,US,2020-11-26,39.8494,-86.2583,318894,5561,182726.0,130607.0,18.0,4736.8334274330655,,,,84000018.0,USA,60904.88143656647,,4100250.0,1.7438396457757124
Illinois,US,2020-11-26,40.3495,-88.9861,697489,12594,,684895.0,17.0,5504.252309119583,,,,84000017.0,USA,80588.99348404622,,10212093.0,1.8056198735750668
Idaho,US,2020-11-26,44.2405,-114.4788,96503,895,39199.0,56409.0,16.0,5400.083376933688,,,,84000016.0,USA,25989.317680106768,,464446.0,0.9274323078039024
Hawaii,US,2020-11-26,21.0943,-157.4983,17881,237,11958.0,5686.0,15.0,1262.8966460244994,,,,84000015.0,USA,45901.04190209285,,649900.0,1.3254292265533247
Guam,US,2020-11-26,13.4443,144.7937,6705,109,4957.0,1639.0,66.0,4082.7137716237694,,,,316.0,GUM,50388.17748387922,,82752.0,1.6256524981357197
Grand Princess,US,2020-11-26,,,103,3,,100.0,99999.0,,,,,84099999.0,USA,,,,2.912621359223301
Georgia,US,2020-11-26,33.0406,-83.6431,461517,9336,,452181.0,13.0,4346.789235014937,,,,84000013.0,USA,39809.01015246355,,4226691.0,2.0228940645740026
Maryland,US,2020-11-26,39.0639,-76.8021,190480,4547,8561.0,177372.0,24.0,3150.679493456485,,,,84000024.0,USA,70928.69619298408,,4288122.0,2.3871272574548508
Florida,US,2020-11-26,27.7663,-81.6868,961676,18254,,943422.0,12.0,4477.548076876069,,,,84000012.0,USA,55635.712458905706,,11949292.0,1.8981444894122343
Diamond Princess,US,2020-11-26,,,49,0,,49.0,88888.0,,,,,84088888.0,USA,,,,0.0
Delaware,US,2020-11-26,39.3185,-75.5071,33579,761,16712.0,16106.0,10.0,3448.371473991645,,,,84000010.0,USA,72459.75410879844,,705587.0,2.2662973882486077
Connecticut,US,2020-11-26,41.5978,-72.7554,109152,4926,9800.0,94426.0,9.0,3061.5207134797283,,,,84000009.0,USA,86475.8713674383,,3083113.0,4.5129727352682485
Colorado,US,2020-11-26,39.0598,-105.3111,216683,2957,11782.0,201944.0,8.0,3762.6833388438013,,,,84000008.0,USA,52896.13901383915,,3046149.0,1.3646663559208614
California,US,2020-11-26,36.1162,-119.6816,1171802,19025,,1152777.0,6.0,2965.669635950374,,,,84000006.0,USA,58454.68375697312,,23096745.0,1.6235678041170778
Arkansas,US,2020-11-26,34.9697,-92.3731,152625,2436,132580.0,17609.0,5.0,5057.485509330626,,,,84000005.0,USA,54580.88066686902,,1647144.0,1.5960687960687958
Arizona,US,2020-11-26,33.7298,-111.4312,314324,6568,50352.0,257404.0,4.0,4318.3984210404105,,,,84000004.0,USA,29932.266909126978,,2178685.0,2.089563634975376
American Samoa,US,2020-11-26,-14.270999999999999,-170.132,0,0,,0.0,60.0,0.0,,,,16.0,ASM,3572.904872306393,,1988.0,
Alaska,US,2020-11-26,61.3707,-152.4044,30102,119,7165.0,22818.0,2.0,4114.852811515355,,,,84000002.0,USA,132537.71128228612,,969573.0,0.3953225699289084
Alabama,US,2020-11-26,32.3182,-86.9023,241957,3572,161946.0,76439.0,1.0,4934.690410416903,,,,84000001.0,USA,31876.05607375614,,1562942.0,1.4762953747980012
Wyoming,US,2020-11-26,42.756,-107.3025,30761,215,20113.0,10433.0,56.0,5314.992941794426,,,,84000056.0,USA,66528.55506350657,,385040.0,0.6989369656383082
West Virginia,US,2020-11-26,38.4912,-80.9545,44180,712,28718.0,14750.0,54.0,2465.19956231269,,,,84000054.0,USA,60547.432771976855,,1085099.0,1.6115889542779538
District of Columbia,US,2020-11-26,38.8974,-77.0268,20736,677,15401.0,4658.0,11.0,2938.155066461305,,,,84000011.0,USA,93971.22773110557,,663201.0,3.264853395061728
Massachusetts,US,2020-11-26,42.2302,-71.5301,214594,10604,145682.0,58308.0,25.0,3113.440792118625,,,,84000025.0,USA,117964.31572100875,,8130694.0,4.941424270948861
Wisconsin,US,2020-11-26,44.2685,-89.6165,398104,3415,296577.0,98112.0,55.0,6837.4154176758375,,,,84000055.0,USA,74165.11720012627,,4318215.0,0.8578160480678416
Michigan,US,2020-11-26,43.3266,-84.5361,352433,9170,152267.0,190996.0,26.0,3528.968122803801,,,,84000026.0,USA,64009.75802497222,,6392563.0,2.601912987716814
Virgin Islands,US,2020-11-26,18.3358,-64.8963,1521,23,1432.0,66.0,78.0,1417.9438415930194,,,,850.0,VIR,26136.406011112358,,28036.0,1.5121630506245891
Vermont,US,2020-11-26,44.0459,-72.7107,3827,64,2374.0,1389.0,50.0,613.3120936426764,,,,84000050.0,USA,85439.80743250281,,533135.0,1.6723281944081525
Utah,US,2020-11-26,40.15,-111.8624,183902,834,120890.0,62178.0,49.0,5736.257305928524,,,,84000049.0,USA,55077.63981936133,,1765766.0,0.4535024088916923
Texas,US,2020-11-26,31.0545,-97.5635,1202804,21639,943457.0,237708.0,48.0,4148.189185905405,,,,84000048.0,USA,35819.549680176984,,10386194.0,1.7990462286457312
Tennessee,US,2020-11-26,35.7478,-86.6923,352376,4519,312885.0,34972.0,47.0,5159.862671532458,,,,84000047.0,USA,64308.17255498249,,4391717.0,1.2824369423570277
South Dakota,US,2020-11-26,44.2998,-99.4388,76142,849,59981.0,15312.0,46.0,8606.932162562072,,,,84000046.0,USA,35986.069208587716,,318354.0,1.1150219327046833
South Carolina,US,2020-11-26,33.8569,-80.945,210905,4317,111013.0,95575.0,45.0,4096.265591757477,,,,84000045.0,USA,44829.893445237,,2308163.0,2.0468931509447383
Rhode Island,US,2020-11-26,41.6809,-71.5118,52317,1335,3510.0,47472.0,44.0,4938.543140629115,,,,84000044.0,USA,140858.02667834665,,1492195.0,2.551751820631917
Puerto Rico,US,2020-11-26,18.2208,-66.5901,49226,1069,40886.0,7271.0,72.0,1541.3499226914034,,,,630.0,PRI,11121.854504532996,,355198.0,2.1716166253605818
Pennsylvania,US,2020-11-26,40.5908,-77.2098,340642,10172,203253.0,127217.0,42.0,2660.852153520832,,,,84000042.0,USA,24226.571355435473,,3101483.0,2.98612619700448
Oregon,US,2020-11-26,44.571999999999996,-122.0709,68503,867,5870.0,61766.0,41.0,1624.1648068620684,,,,84000041.0,USA,24436.398002056558,,1030663.0,1.2656380012554194
Oklahoma,US,2020-11-26,35.5653,-96.9289,184342,1680,149345.0,33317.0,40.0,4658.664417808471,,,,84000040.0,USA,52004.677315047295,,2057810.0,0.911349556802031
Ohio,US,2020-11-26,40.3888,-82.7649,382743,6274,242146.0,134323.0,39.0,3274.358162732802,,,,84000039.0,USA,50105.55132559394,,5856888.0,1.6392200510525343
Virginia,US,2020-11-26,37.7693,-78.17,228900,4029,23749.0,201122.0,51.0,2681.7349946734353,,,,84000051.0,USA,37922.62661473778,,3236893.0,1.7601572739187419
North Dakota,US,2020-11-26,47.5289,-99.78399999999999,76442,903,67200.0,8339.0,38.0,10030.942364269577,,,,84000038.0,USA,138835.6852854492,,1058014.0,1.181287773736951
Northern Mariana Islands,US,2020-11-26,15.0979,145.6739,104,2,29.0,73.0,69.0,188.59712752067315,,,,580.0,MNP,30558.174960104454,,16851.0,1.9230769230769231
Minnesota,US,2020-11-26,45.6945,-93.9002,289303,3434,240720.0,45149.0,27.0,5129.820527296816,,,,84000027.0,USA,68675.79303046723,,3873062.0,1.1869908020310884
Mississippi,US,2020-11-26,32.7416,-89.6787,147382,3763,121637.0,21982.0,28.0,4952.104212524306,,,,84000028.0,USA,36780.88697844093,,1094654.0,2.553229023897084
Missouri,US,2020-11-26,38.4561,-92.2884,293496,3835,,289661.0,29.0,4782.068319172136,,,,84000029.0,USA,49037.05591332394,,3009614.0,1.3066617602965631
Nebraska,US,2020-11-26,41.1254,-98.2681,122952,982,59677.0,62293.0,31.0,6356.053118059893,,,,84000031.0,USA,67918.24682280057,,1313816.0,0.7986856659509401
Montana,US,2020-11-26,46.9219,-110.4544,59682,658,43077.0,15947.0,30.0,5584.134403964154,,,,84000030.0,USA,59126.123479338086,,631927.0,1.102509969505043
New Hampshire,US,2020-11-26,43.4525,-71.5639,18846,514,13969.0,4363.0,33.0,1386.0298254555566,,,,84000033.0,USA,57774.26232486168,,785563.0,2.7273692030139016
New Jersey,US,2020-11-26,40.2989,-74.521,322378,16925,42489.0,262964.0,34.0,3629.487772722718,,,,84000034.0,USA,65657.36603247622,,5831812.0,5.250048080203984
New Mexico,US,2020-11-26,34.8405,-106.2485,89796,1469,30777.0,57550.0,35.0,4282.466524451923,,,,84000035.0,USA,71768.1794748165,,1504856.0,1.6359303309724265
New York,US,2020-11-26,42.1657,-74.9481,620199,34443,84339.0,501417.0,36.0,3188.100111850987,,,,84000036.0,USA,96349.49097494283,,18743407.0,5.553540073428046
North Carolina,US,2020-11-26,35.6301,-79.8064,346506,5138,293555.0,47813.0,37.0,3303.8064912523582,,,,84000037.0,USA,48479.48395531539,,5084569.0,1.482802606592671
Nevada,US,2020-11-26,38.3135,-117.0554,144781,2093,,142688.0,32.0,4700.443743758433,,,,84000032.0,USA,51715.400129084366,,1592915.0,1.4456316781898175
Kansas,US,2020-11-27,38.5266,-96.7265,155411,1529,3352.0,150530.0,20.0,5334.509084842896,,,,84000020.0,USA,27886.592382420844,,812424.0,0.9838428425272342
Illinois,US,2020-11-27,40.3495,-88.9861,705063,12685,,692378.0,17.0,5564.022724121498,,,,84000017.0,USA,81197.6668546691,,10289223.0,1.7991300068220857
Indiana,US,2020-11-27,39.8494,-86.2583,324537,5594,187259.0,131684.0,18.0,4820.654230054013,,,,84000018.0,USA,61623.01018430921,,4148596.0,1.7236863593365317
Iowa,US,2020-11-27,42.0115,-93.2105,225056,2360,127348.0,95348.0,19.0,7133.153939532245,,,,84000019.0,USA,33611.869150288265,,1060478.0,1.0486278970567326
Kentucky,US,2020-11-27,37.6681,-84.6701,171755,1871,27866.0,142018.0,21.0,3844.395057561285,,,,84000021.0,USA,56596.7562979654,,2528558.0,1.0893423772233706
Minnesota,US,2020-11-27,45.6945,-93.9002,295001,3535,244982.0,46484.0,27.0,5230.855488443218,,,,84000027.0,USA,69545.95619004928,,3922136.0,1.1983010227083977
Maine,US,2020-11-27,44.6939,-69.3819,11265,190,8800.0,2275.0,23.0,838.037452425659,,,,84000023.0,USA,62588.936864125586,,841328.0,1.6866400355082112
Maryland,US,2020-11-27,39.0639,-76.8021,192858,4569,8565.0,179724.0,24.0,3190.013364915113,,,,84000024.0,USA,71711.40384539044,,4335442.0,2.369100581775192
Massachusetts,US,2020-11-27,42.2302,-71.5301,219252,10635,155473.0,53144.0,25.0,3181.0214663671527,,,,84000025.0,USA,119701.59461664365,,8250436.0,4.8505828909200375
Michigan,US,2020-11-27,43.3266,-84.5361,369801,9357,152267.0,208177.0,26.0,3702.876690834764,,,,84000026.0,USA,65223.29297395567,,6513757.0,2.5302797991352106
Idaho,US,2020-11-27,44.2405,-114.4788,98500,909,39199.0,58392.0,16.0,5511.830851144196,,,,84000016.0,USA,25989.317680106768,,464446.0,0.9228426395939088
Louisiana,US,2020-11-27,31.1695,-91.8678,230602,6391,192488.0,31723.0,22.0,4960.469317418669,,,,84000022.0,USA,72679.98969195019,,3378743.0,2.7714417047553788
Hawaii,US,2020-11-27,21.0943,-157.4983,18006,240,11958.0,5808.0,15.0,1271.7251276951588,,,,84000015.0,USA,46301.00743570041,,655563.0,1.3328890369876707
Diamond Princess,US,2020-11-27,,,49,0,,49.0,88888.0,,,,,84088888.0,USA,,,,0.0
Grand Princess,US,2020-11-27,,,103,3,,100.0,99999.0,,,,,84099999.0,USA,,,,2.912621359223301
Georgia,US,2020-11-27,33.0406,-83.6431,464526,9380,,455146.0,13.0,4375.129445252393,,,,84000013.0,USA,40107.78321632283,,4258413.0,2.019262646224324
Florida,US,2020-11-27,27.7663,-81.6868,979020,18363,,960657.0,12.0,4558.3014635107975,,,,84000012.0,USA,56765.673217806885,,12191982.0,1.8756511613654472
District of Columbia,US,2020-11-27,38.8974,-77.0268,20937,677,15476.0,4784.0,11.0,2966.6354468798395,,,,84000011.0,USA,95280.19168287877,,672439.0,3.2335100539714383
Delaware,US,2020-11-27,39.3185,-75.5071,34170,763,16874.0,16533.0,10.0,3509.063797799056,,,,84000010.0,USA,72836.02597754692,,709251.0,2.2329528826455958
Connecticut,US,2020-11-27,41.5978,-72.7554,112581,4961,9800.0,97820.0,9.0,3157.6981039675065,,,,84000009.0,USA,88481.43221008574,,3154617.0,4.406605022161823
Colorado,US,2020-11-27,39.0598,-105.3111,220953,2977,11957.0,206019.0,8.0,3836.8315547022817,,,,84000008.0,USA,53689.524923524885,,3091838.0,1.3473453630410088
California,US,2020-11-27,36.1162,-119.6816,1185576,19089,,1166487.0,6.0,3000.529734811428,,,,84000006.0,USA,59009.380464369206,,23315918.0,1.6101034433895425
Arkansas,US,2020-11-27,34.9697,-92.3731,153677,2436,134312.0,16929.0,5.0,5092.345294790516,,,,84000005.0,USA,54874.140268884265,,1655994.0,1.5851428645796053
Arizona,US,2020-11-27,33.7298,-111.4312,318638,6588,50892.0,261158.0,4.0,4377.667108090615,,,,84000004.0,USA,30273.42593481791,,2203517.0,2.067550009728909
American Samoa,US,2020-11-27,-14.270999999999999,-170.132,0,0,,0.0,60.0,0.0,,,,16.0,ASM,3572.904872306393,,1988.0,
Mississippi,US,2020-11-27,32.7416,-89.6787,148387,3769,121637.0,22981.0,28.0,4985.872683121712,,,,84000028.0,USA,36814.655449038335,,1095659.0,2.539979917378207
Guam,US,2020-11-27,13.4443,144.7937,6768,112,5521.0,1135.0,66.0,4121.074840618892,,,,316.0,GUM,50661.5762137016,,83201.0,1.6548463356973997
Missouri,US,2020-11-27,38.4561,-92.2884,296665,3836,,292829.0,29.0,4833.702326120974,,,,84000029.0,USA,49333.67853765454,,3027819.0,1.293040972140293
Pennsylvania,US,2020-11-27,40.5908,-77.2098,349238,10195,209604.0,129439.0,42.0,2727.997969690491,,,,84000042.0,USA,24446.89649397449,,3129689.0,2.9192126859047414
Nebraska,US,2020-11-27,41.1254,-98.2681,124066,984,60654.0,62428.0,31.0,6413.641796353199,,,,84000031.0,USA,68889.34495721689,,1332601.0,0.7931262392597488
Wyoming,US,2020-11-27,42.756,-107.3025,31773,215,21700.0,9858.0,56.0,5489.849833868674,,,,84000056.0,USA,67992.37679241273,,393512.0,0.6766751644478016
Wisconsin,US,2020-11-27,44.2685,-89.6165,399526,3434,301541.0,94551.0,55.0,6861.838193442813,,,,84000055.0,USA,74743.31181770372,,4351880.0,0.859518529457407
West Virginia,US,2020-11-27,38.4912,-80.9545,45046,712,29008.0,15326.0,54.0,2513.5214912615984,,,,84000054.0,USA,61493.504718083954,,1102054.0,1.5806064911423878
Washington,US,2020-11-27,47.4009,-121.4905,158167,2703,,155464.0,53.0,2077.074490738084,,,,84000053.0,USA,38009.29310497206,,2894367.0,1.7089531950406849
Virginia,US,2020-11-27,37.7693,-78.17,230444,4044,23858.0,202542.0,51.0,2699.824111457077,,,,84000051.0,USA,38307.10235663467,,3269710.0,1.7548732012983632
Virgin Islands,US,2020-11-27,18.3358,-64.8963,1521,23,1432.0,66.0,78.0,1417.9438415930194,,,,850.0,VIR,26136.406011112358,,28036.0,1.5121630506245891
Vermont,US,2020-11-27,44.0459,-72.7107,4005,67,2439.0,1499.0,50.0,641.8382375330334,,,,84000050.0,USA,87530.22889826584,,546179.0,1.6729088639201
Utah,US,2020-11-27,40.15,-111.8624,190044,849,126690.0,62505.0,49.0,5927.838106425599,,,,84000049.0,USA,56064.45873589112,,1797403.0,0.4467386499968428
Texas,US,2020-11-27,31.0545,-97.5635,1207243,21693,946663.0,238887.0,48.0,4163.498256873106,,,,84000048.0,USA,36207.070238700464,,10498559.0,1.7969041858184307
Tennessee,US,2020-11-27,35.7478,-86.6923,356716,4526,318523.0,33667.0,47.0,5223.413548988501,,,,84000047.0,USA,64819.464257317224,,4426634.0,1.268796465535608
South Dakota,US,2020-11-27,44.2998,-99.4388,78280,888,61010.0,16382.0,46.0,8848.607203453534,,,,84000046.0,USA,36565.953661241234,,323484.0,1.13438937148697
South Carolina,US,2020-11-27,33.8569,-80.945,213120,4346,112233.0,96541.0,45.0,4139.286043077941,,,,84000045.0,USA,45429.53832743476,,2339037.0,2.0392267267267266
Montana,US,2020-11-27,46.9219,-110.4544,59796,657,43290.0,15849.0,30.0,5594.80079118395,,,,84000030.0,USA,60116.694018776594,,642514.0,1.098735701384708
Rhode Island,US,2020-11-27,41.6809,-71.5118,53954,1346,3619.0,48989.0,44.0,5093.070256503685,,,,84000044.0,USA,143390.30793091306,,1519021.0,2.4947177225043555
Alaska,US,2020-11-27,61.3707,-152.4044,30776,119,7165.0,23492.0,2.0,4206.986583190371,,,,84000002.0,USA,135435.68748334007,,990773.0,0.3866649337145828
Oregon,US,2020-11-27,44.571999999999996,-122.0709,70832,885,5870.0,64077.0,41.0,1679.3839919369086,,,,84000041.0,USA,24454.72536575893,,1031436.0,1.2494352834876892
Oklahoma,US,2020-11-27,35.5653,-96.9289,187567,1704,152969.0,32894.0,40.0,4740.166152342285,,,,84000040.0,USA,52086.17904958112,,2061035.0,0.9084753714672624
Ohio,US,2020-11-27,40.3888,-82.7649,399808,6346,254775.0,138687.0,39.0,3420.348872026076,,,,84000039.0,USA,50641.54639792627,,5919541.0,1.5872618857051384
Northern Mariana Islands,US,2020-11-27,15.0979,145.6739,104,2,29.0,73.0,69.0,188.59712752067315,,,,580.0,MNP,30558.174960104454,,16851.0,1.9230769230769231
North Dakota,US,2020-11-27,47.5289,-99.78399999999999,77232,908,68105.0,8219.0,38.0,10134.608470176967,,,,84000038.0,USA,139773.01059493847,,1065157.0,1.1756784752434224
North Carolina,US,2020-11-27,35.6301,-79.8064,354514,5210,293555.0,55749.0,37.0,3380.1598080259473,,,,84000037.0,USA,49511.636253104014,,5192822.0,1.469617560942586
New York,US,2020-11-27,42.1657,-74.9481,628375,34477,84723.0,509175.0,36.0,3230.128406824849,,,,84000036.0,USA,97477.52095361873,,18962849.0,5.486691863934753
New Mexico,US,2020-11-27,34.8405,-106.2485,91852,1504,31102.0,59246.0,35.0,4380.519346117399,,,,84000035.0,USA,72573.72918821707,,1521747.0,1.6374167138440099
New Jersey,US,2020-11-27,40.2989,-74.521,326473,16942,42923.0,266608.0,34.0,3675.5912674689453,,,,84000034.0,USA,65703.46952722245,,5835907.0,5.189403105310394
New Hampshire,US,2020-11-27,43.4525,-71.5639,19323,517,14226.0,4580.0,33.0,1421.1108095764469,,,,84000033.0,USA,57774.26232486168,,785563.0,2.6755679759871653
Nevada,US,2020-11-27,38.3135,-117.0554,146317,2095,,144222.0,32.0,4750.3113478667965,,,,84000032.0,USA,52172.84449229195,,1607005.0,1.4318226863590695
Puerto Rico,US,2020-11-27,18.2208,-66.5901,50678,1076,41768.0,7834.0,72.0,1586.814516356295,,,,630.0,PRI,11167.319098197886,,356650.0,2.12320928213426
Alabama,US,2020-11-27,32.3182,-86.9023,242874,3572,161946.0,77356.0,1.0,4953.392539747124,,,,84000001.0,USA,31973.360173030385,,1567713.0,1.470721444040943
Alaska,US,2020-11-28,61.3707,-152.4044,31444,121,7165.0,24158.0,2.0,4298.300172921693,,,,84000002.0,USA,136567.67526262908,,999054.0,0.3848110927362931
Wyoming,US,2020-11-28,42.756,-107.3025,31928,215,22798.0,8915.0,56.0,5516.631274848426,,,,84000056.0,USA,67968.87823774663,,393376.0,0.6733901277875219
Montana,US,2020-11-28,46.9219,-110.4544,60845,669,44100.0,16076.0,30.0,5692.950266566116,,,,84000030.0,USA,60386.067078476524,,645393.0,1.0995151614758814
Nebraska,US,2020-11-28,41.1254,-98.2681,125323,989,61605.0,62729.0,31.0,6478.622917192238,,,,84000031.0,USA,69237.97875112179,,1339345.0,0.7891608084709112
Nevada,US,2020-11-28,38.3135,-117.0554,149229,2119,,147110.0,32.0,4844.852013988902,,,,84000032.0,USA,52686.16264890479,,1622816.0,1.4199652882482627
New Hampshire,US,2020-11-28,43.4525,-71.5639,20025,523,14642.0,4860.0,33.0,1472.7394277166254,,,,84000033.0,USA,57774.26232486168,,785563.0,2.6117353308364546
New Jersey,US,2020-11-28,40.2989,-74.521,329553,16965,43167.0,269421.0,34.0,3710.267400269528,,,,84000034.0,USA,66915.74938162773,,5943584.0,5.147882131250512
New Mexico,US,2020-11-28,34.8405,-106.2485,93982,1527,31482.0,60973.0,35.0,4482.101306305855,,,,84000035.0,USA,73263.10347672603,,1536202.0,1.624779213040795
New York,US,2020-11-28,42.1657,-74.9481,634438,34514,84938.0,514986.0,36.0,3261.2949372096973,,,,84000036.0,USA,98260.69376192873,,19115204.0,5.4400902846298616
North Carolina,US,2020-11-28,35.6301,-79.8064,357958,5219,293555.0,59184.0,37.0,3412.9970736313708,,,,84000037.0,USA,50007.74211953299,,5244854.0,1.4579922784237256
North Dakota,US,2020-11-28,47.5289,-99.78399999999999,77935,921,69669.0,7345.0,38.0,10226.85818214266,,,,84000038.0,USA,140681.46686227628,,1072080.0,1.1817540257907229
Northern Mariana Islands,US,2020-11-28,15.0979,145.6739,104,2,29.0,73.0,69.0,188.59712752067315,,,,580.0,MNP,30558.174960104454,,16851.0,1.9230769230769231
Ohio,US,2020-11-28,40.3888,-82.7649,406703,6378,261353.0,138972.0,39.0,3479.3354492646995,,,,84000039.0,USA,51575.476298431866,,6028709.0,1.5682205442300647
Oklahoma,US,2020-11-28,35.5653,-96.9289,193824,1717,159894.0,32213.0,40.0,4898.292153265717,,,,84000040.0,USA,52244.30505050454,,2067292.0,0.8858552088492653
Oregon,US,2020-11-28,44.571999999999996,-122.0709,72506,896,5870.0,65740.0,41.0,1719.0735221280984,,,,84000041.0,USA,24495.363271820883,,1033150.0,1.2357597991890326
Pennsylvania,US,2020-11-28,40.5908,-77.2098,355945,10234,214516.0,131195.0,42.0,2780.3882662295678,,,,84000042.0,USA,24653.442523657846,,3156131.0,2.8751632977004875
Puerto Rico,US,2020-11-28,18.2208,-66.5901,51581,1083,42589.0,7909.0,72.0,1615.0889847305343,,,,630.0,PRI,11195.593566572126,,357553.0,2.099610321630057
Rhode Island,US,2020-11-28,41.6809,-71.5118,53954,1346,3619.0,48989.0,44.0,5093.070256503685,,,,84000044.0,USA,143390.30793091306,,1519021.0,2.4947177225043555
South Carolina,US,2020-11-28,33.8569,-80.945,214911,4346,112978.0,97587.0,45.0,4174.071428321713,,,,84000045.0,USA,46035.43719849267,,2370233.0,2.022232459017919
South Dakota,US,2020-11-28,44.2998,-99.4388,79099,942,61051.0,17106.0,46.0,8941.185247649095,,,,84000046.0,USA,36779.82137750252,,325376.0,1.190912653763006
Tennessee,US,2020-11-28,35.7478,-86.6923,363466,4541,323376.0,35549.0,47.0,5322.254199409766,,,,84000047.0,USA,65459.17558990298,,4470321.0,1.2493603253124088
Texas,US,2020-11-28,31.0545,-97.5635,1213577,21788,950586.0,241203.0,48.0,4185.34273885315,,,,84000048.0,USA,36684.00004814477,,10636849.0,1.7953537352800852
Utah,US,2020-11-28,40.15,-111.8624,192087,863,129652.0,61572.0,49.0,5991.563208251637,,,,84000049.0,USA,56397.650873779385,,1808085.0,0.44927558866555256
Vermont,US,2020-11-28,44.0459,-72.7107,4033,67,2474.0,1492.0,50.0,646.3254961225279,,,,84000050.0,USA,87740.64927426605,,547492.0,1.6612943218447809
Virgin Islands,US,2020-11-28,18.3358,-64.8963,1538,23,1453.0,62.0,78.0,1433.7919976134542,,,,850.0,VIR,26356.41570645486,,28272.0,1.495448634590377
Virginia,US,2020-11-28,37.7693,-78.17,233617,4054,23957.0,205606.0,51.0,2736.9981837073997,,,,84000051.0,USA,38605.83053004744,,3295208.0,1.7353189194279526
