Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Total_Test_Results,Case_Fatality_Ratio
Northern Mariana Islands,US,2020-05-07,15.0979,145.6739,15,2,12.0,1.0,69.0,27.201508777020173,1798.0,,13.333333333333336,580.0,MNP,3260.554185405484,,,
Ohio,US,2020-05-07,40.3888,-82.7649,22131,1271,,20860.0,39.0,198.06047328318058,176059.0,4140.0,5.743075324205865,84000039.0,USA,1575.6327714863082,18.706791378609193,,
Oklahoma,US,2020-05-07,35.5653,-96.9289,4330,260,2985.0,1085.0,40.0,118.38253909494499,86887.0,805.0,6.0046189376443415,84000040.0,USA,2375.497384374708,18.59122401847575,,
Oregon,US,2020-05-07,44.572,-122.0709,2989,121,1125.0,1743.0,41.0,74.59308213424559,70458.0,645.0,4.048176647708264,84000041.0,USA,1758.3403750467298,21.579123452659754,,
Pennsylvania,US,2020-05-07,40.5908,-77.2098,55956,3589,,52367.0,42.0,444.5363522231624,262788.0,,6.4139681178068475,84000042.0,USA,2087.6906663810923,,,
Puerto Rico,US,2020-05-07,18.2208,-66.5901,2031,102,,1929.0,72.0,69.23687397048076,2031.0,,5.022156573116691,630.0,PRI,69.23687397048076,,,
Rhode Island,US,2020-05-07,41.6809,-71.5118,10530,388,696.0,9446.0,44.0,993.99543687185,82318.0,1153.0,3.684710351377018,84000044.0,USA,7770.533368700567,10.949667616334283,,
South Carolina,US,2020-05-07,33.8569,-80.945,7142,316,3816.0,3010.0,45.0,141.7070521183141,77482.0,1152.0,4.424530943713245,84000045.0,USA,1537.3488955798389,16.12993559227107,,
South Dakota,US,2020-05-07,44.2998,-99.4388,2906,31,2028.0,847.0,46.0,394.89490305642687,20114.0,236.0,1.0667584308327598,84000046.0,USA,2733.281514135226,8.121128699242945,,
Tennessee,US,2020-05-07,35.7478,-86.6923,14096,238,6783.0,7075.0,47.0,214.71671666212998,236328.0,1266.0,1.688422247446084,84000047.0,USA,3599.856144674223,8.981271282633369,,
Texas,US,2020-05-07,31.0545,-97.5635,36073,985,18440.0,16611.0,48.0,156.7835035004584,455162.0,,2.7333777333777336,84000048.0,USA,1980.294511607161,,,
Utah,US,2020-05-07,40.15,-111.8624,5724,61,2640.0,3023.0,49.0,199.7290886365873,134543.0,476.0,1.0656883298392732,84000049.0,USA,4694.6454878463255,8.315863032844165,,
Vermont,US,2020-05-07,44.0459,-72.7107,916,53,718.0,145.0,50.0,150.01858854781682,18451.0,,5.786026200873362,84000050.0,USA,3021.8263944276937,,,
Virgin Islands,US,2020-05-07,18.3358,-64.8963,66,4,54.0,8.0,78.0,61.52813513815864,1056.0,,6.0606060606060606,850.0,VIR,984.450162210538,,,
Virginia,US,2020-05-07,37.7693,-78.17,21570,769,2825.0,17976.0,51.0,272.7883215740531,123152.0,4438.0,3.5651367640241074,84000051.0,USA,1557.4607036851087,20.57487250811312,,
Washington,US,2020-05-07,47.4009,-121.4905,16231,891,,15340.0,53.0,214.99713288587188,224813.0,,5.4894954100178674,84000053.0,USA,2977.8910994683947,,,
West Virginia,US,2020-05-07,38.4912,-80.9545,1287,51,716.0,520.0,54.0,97.27905862291551,57521.0,,3.962703962703962,84000054.0,USA,4347.776791801651,,,
Wisconsin,US,2020-05-07,44.2685,-89.6165,9215,374,4520.0,4321.0,55.0,178.08239562274827,102250.0,1732.0,4.05860010851872,84000055.0,USA,1976.009218928487,18.79544221378188,,
Montana,US,2020-05-07,46.9219,-110.4544,456,16,417.0,23.0,30.0,52.65667960373539,20247.0,62.0,3.5087719298245608,84000030.0,USA,2338.025859510593,13.596491228070176,,
Wyoming,US,2020-05-07,42.756,-107.3025,635,7,416.0,212.0,56.0,127.70493122033626,12034.0,59.0,1.1023622047244095,84000056.0,USA,2420.159279221301,9.291338582677165,,
Missouri,US,2020-05-07,38.4561,-92.2884,9581,449,,9132.0,29.0,163.51347292308364,103622.0,,4.686358417701701,84000029.0,USA,1768.4576861742794,,,
Minnesota,US,2020-05-07,45.6945,-93.9002,9365,508,5308.0,3549.0,27.0,189.32785276539963,97421.0,1459.0,5.424452749599574,84000027.0,USA,1969.5150821418044,15.57928457020822,,
American Samoa,US,2020-05-07,-14.271,-170.132,0,0,,0.0,60.0,0.0,83.0,,,16.0,ASM,149.17057565464316,,,
Arizona,US,2020-05-07,33.7298,-111.4312,9945,450,1722.0,7773.0,4.0,136.63122223325897,111086.0,1449.0,4.524886877828054,84000004.0,USA,1526.1755608852495,14.570135746606336,,
Arkansas,US,2020-05-07,34.9697,-92.3731,3703,87,2123.0,1493.0,5.0,143.02670462687334,59995.0,462.0,2.3494463948150153,84000005.0,USA,2317.279812068395,12.476370510396974,,
California,US,2020-05-07,36.1162,-119.6816,62148,2535,,59613.0,6.0,158.50596118914666,842874.0,,4.078972774666924,84000006.0,USA,2149.7160573363713,,,
Colorado,US,2020-05-07,39.0598,-105.3111,18370,944,2869.0,14557.0,8.0,324.16809942378546,91347.0,2986.0,5.138813282525859,84000008.0,USA,1611.9642557465722,16.254763200870983,,
Connecticut,US,2020-05-07,41.5978,-72.7554,31784,2797,5413.0,23574.0,9.0,891.4850333227031,116174.0,9389.0,8.800025169896804,84000009.0,USA,3258.475404644844,29.54002013591744,,
Delaware,US,2020-05-07,39.3185,-75.5071,5939,202,2110.0,3627.0,10.0,609.9013724064557,27326.0,,3.4012460010102714,84000010.0,USA,2806.224095366023,,,
Diamond Princess,US,2020-05-07,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,,
District of Columbia,US,2020-05-07,38.8974,-77.0268,5654,285,825.0,4544.0,11.0,801.1346810268241,25856.0,,5.040679165192784,84000011.0,USA,3663.6254532418743,,,
Florida,US,2020-05-07,27.7663,-81.6868,38828,1600,,37228.0,12.0,182.86968636822064,492950.0,6990.0,4.120737612032554,84000012.0,USA,2321.6650843518687,18.00247244256722,,
Georgia,US,2020-05-07,33.0406,-83.6431,31618,1355,,30263.0,13.0,311.83326260260355,217303.0,5835.0,4.2855335568347135,84000013.0,USA,2143.1559068674032,18.454677715225504,,
Grand Princess,US,2020-05-07,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,,,
Guam,US,2020-05-07,13.4443,144.7937,149,5,123.0,21.0,66.0,90.72697270275043,3715.0,,3.355704697986577,316.0,GUM,2262.0852589981064,,,
Hawaii,US,2020-05-07,21.0943,-157.4983,629,17,558.0,54.0,15.0,44.42761829824564,35541.0,74.0,2.702702702702702,84000015.0,USA,2510.337014209775,11.764705882352944,,
Idaho,US,2020-05-07,44.2405,-114.4788,2178,67,1399.0,712.0,16.0,135.23775579836536,30890.0,205.0,3.076216712580349,84000016.0,USA,1918.0414493165772,9.412304866850322,,
Illinois,US,2020-05-07,40.3495,-88.9861,70871,3111,,67760.0,17.0,603.8948152267284,379043.0,,4.389665730693796,84000017.0,USA,3229.8415776267407,,,
Indiana,US,2020-05-07,39.8494,-86.2583,22503,1414,,21089.0,18.0,343.8725646753344,124782.0,,6.283606630227081,84000018.0,USA,1906.8171517272172,,,
Iowa,US,2020-05-07,42.0115,-93.2105,11059,231,4266.0,6562.0,19.0,421.9843989021308,66427.0,,2.088796455375712,84000019.0,USA,2534.6918949156197,,,
Kansas,US,2020-05-07,38.5266,-96.7265,6332,165,323.0,5844.0,20.0,259.6691064298861,44822.0,587.0,2.6058117498420716,84000020.0,USA,1838.1062363234923,9.27037271004422,,
Kentucky,US,2020-05-07,37.6681,-84.6701,6129,294,2125.0,3710.0,21.0,179.03761367311046,78606.0,1616.0,4.796867351933432,84000021.0,USA,2296.203403554988,26.36645456028716,,
Louisiana,US,2020-05-07,31.1695,-91.8678,30652,2208,20316.0,8128.0,22.0,666.7441039957226,200767.0,,7.203445125929793,84000022.0,USA,4367.095573760578,,,
Maine,US,2020-05-07,44.6939,-69.3819,1330,62,787.0,481.0,23.0,113.28732561843805,23422.0,192.0,4.661654135338347,84000023.0,USA,1995.0494290489146,14.436090225563907,,
Maryland,US,2020-05-07,39.0639,-76.8021,29374,1503,2029.0,25842.0,24.0,494.23429774697195,148600.0,5663.0,5.11676993259345,84000024.0,USA,2500.2797251038346,19.27895417716348,,
Massachusetts,US,2020-05-07,42.2302,-71.5301,73721,4552,,69169.0,25.0,1074.0595695777774,351632.0,7237.0,6.174631380475034,84000025.0,USA,5123.013992889041,9.816741498351892,,
Michigan,US,2020-05-07,43.3266,-84.5361,45745,4345,15659.0,25741.0,26.0,574.1623311103607,247062.0,,9.498305825773308,84000026.0,USA,3100.9660913496086,,,
Mississippi,US,2020-05-07,32.7416,-89.6787,8686,396,4421.0,3869.0,28.0,300.0131942252123,80787.0,1442.0,4.559060557218513,84000028.0,USA,2790.3713932618266,16.601427584618932,,
Alabama,US,2020-05-07,32.3182,-86.9023,9115,369,,8677.0,1.0,192.92383688530586,115173.0,1178.0,4.079151005969488,84000001.0,USA,2456.291959494952,13.022330311739992,,
Alaska,US,2020-05-07,61.3707,-152.4044,374,10,291.0,73.0,2.0,62.56806786795126,24341.0,,2.6737967914438503,84000002.0,USA,4072.1105346893096,,,
American Samoa,US,2020-05-08,-14.271,-170.132,0,0,,0.0,60.0,0.0,83.0,,,16.0,ASM,149.17057565464316,,,
New Hampshire,US,2020-05-08,43.4525,-71.5639,2947,121,1165.0,1661.0,33.0,221.8879221291603,30672.0,308.0,4.105870376654225,84000033.0,USA,2309.3811834223293,10.451306413301662,,
New Jersey,US,2020-05-08,40.2989,-74.521,135840,8960,15642.0,111238.0,34.0,1529.3525583217652,298759.0,,6.595995288574795,84000034.0,USA,3363.573623171763,,,
New Mexico,US,2020-05-08,34.8405,-106.2485,4673,181,1125.0,3367.0,35.0,280.23433419308645,89032.0,760.0,3.873314787074684,84000035.0,USA,5339.1447125784025,16.263642199871605,,
New York,US,2020-05-08,42.1657,-74.9481,330407,26243,56378.0,247786.0,36.0,1959.5902384344959,1121543.0,71679.0,7.942628334145462,84000036.0,USA,6651.689324937243,21.694152968914093,,
North Carolina,US,2020-05-08,35.6301,-79.8064,14006,530,,13476.0,37.0,141.21976733927374,178613.0,,3.7840925317720977,84000037.0,USA,1800.920055959568,,,
North Dakota,US,2020-05-08,47.5289,-99.784,1425,33,714.0,678.0,38.0,234.98642850311168,42501.0,104.0,2.3157894736842106,84000038.0,USA,7008.532068639123,7.298245614035088,,
Northern Mariana Islands,US,2020-05-08,15.0979,145.6739,15,2,12.0,1.0,69.0,27.201508777020173,2336.0,,13.333333333333336,580.0,MNP,4236.181633541274,,,
Ohio,US,2020-05-08,40.3888,-82.7649,23016,1306,,21710.0,39.0,205.9807443443895,184316.0,4218.0,5.674313521028849,84000039.0,USA,1649.5284530144463,18.32638164754953,,
Oklahoma,US,2020-05-08,35.5653,-96.9289,4424,266,3064.0,1094.0,40.0,120.95250645635949,89857.0,805.0,6.012658227848102,84000040.0,USA,2456.697416964081,18.196202531645568,,
Oregon,US,2020-05-08,44.572,-122.0709,3068,124,1125.0,1819.0,41.0,76.56459551283555,72693.0,659.0,4.041720990873533,84000041.0,USA,1814.1167345549395,21.479791395045638,,
Pennsylvania,US,2020-05-08,40.5908,-77.2098,57371,3715,,53656.0,42.0,455.7776657265539,270559.0,,6.475396977567064,84000042.0,USA,2149.4265301513087,,,
Puerto Rico,US,2020-05-08,18.2208,-66.5901,2156,107,,2049.0,72.0,73.49812913853101,2156.0,,4.962894248608534,630.0,PRI,73.49812913853101,,,
Rhode Island,US,2020-05-08,41.6809,-71.5118,10779,399,730.0,9650.0,44.0,1017.5001722736632,85266.0,1187.0,3.701642081825773,84000044.0,USA,8048.814332413596,11.012153260970406,,
South Carolina,US,2020-05-08,33.8569,-80.945,7367,320,3816.0,3231.0,45.0,146.171359976984,73442.0,1152.0,4.3436948554364045,84000045.0,USA,1457.1897678063879,15.637301479571061,,
South Dakota,US,2020-05-08,44.2998,-99.4388,3145,31,2069.0,1045.0,46.0,427.3724948769656,21293.0,247.0,0.985691573926868,84000046.0,USA,2893.4952411495165,7.853736089030208,,
Tennessee,US,2020-05-08,35.7478,-86.6923,14441,242,7011.0,7188.0,47.0,219.97191439541842,243578.0,1299.0,1.6757842254691504,84000047.0,USA,3710.2914593592714,8.995221937538952,,
Texas,US,2020-05-08,31.0545,-97.5635,37276,1025,19197.0,17024.0,48.0,162.0479068536484,477118.0,,2.7519733662675185,84000048.0,USA,2075.8195033614084,,,
Utah,US,2020-05-08,40.15,-111.8624,5919,61,2769.0,3089.0,49.0,206.5332766666597,138688.0,488.0,1.0305794897786789,84000049.0,USA,4839.278100075299,8.244635918229429,,
Vermont,US,2020-05-08,44.0459,-72.7107,919,53,737.0,129.0,50.0,150.5099158028861,19008.0,,5.767138193688793,84000050.0,USA,3113.049488118888,,,
Virgin Islands,US,2020-05-08,18.3358,-64.8963,68,4,57.0,7.0,78.0,63.392624081739186,1092.0,,5.882352941176472,850.0,VIR,1018.0109631949882,,,
Virginia,US,2020-05-08,37.7693,-78.17,22342,812,2997.0,18533.0,51.0,282.55153827572985,129945.0,4622.0,3.6344105272580784,84000051.0,USA,1643.3694226676093,20.687494405156208,,
Washington,US,2020-05-08,47.4009,-121.4905,16388,905,,15483.0,53.0,217.07676752718064,230680.0,,5.522333414693677,84000053.0,USA,3055.6058538668553,,,
West Virginia,US,2020-05-08,38.4912,-80.9545,1323,52,761.0,510.0,54.0,100.00015117180828,59436.0,,3.930461073318216,84000054.0,USA,4492.523798221917,,,
Wisconsin,US,2020-05-08,44.2685,-89.6165,9590,384,4694.0,4512.0,55.0,185.3293731982806,106855.0,1767.0,4.004171011470281,84000055.0,USA,2065.0021035560244,18.42544316996872,,
Wyoming,US,2020-05-08,42.756,-107.3025,644,7,428.0,209.0,56.0,129.51492237149063,12038.0,60.0,1.0869565217391304,84000056.0,USA,2420.9637197329253,9.316770186335404,,
Nevada,US,2020-05-08,38.3135,-117.0554,5920,294,205.0,5421.0,32.0,196.2411206693944,53344.0,,4.966216216216216,84000032.0,USA,1768.2916116534077,,,
Alaska,US,2020-05-08,61.3707,-152.4044,377,10,305.0,62.0,2.0,63.06995076528777,25473.0,,2.6525198938992043,84000002.0,USA,4261.487681284285,,,
Nebraska,US,2020-05-08,41.1254,-98.2681,7818,90,,7728.0,31.0,512.5643163973376,40412.0,,1.1511895625479662,84000031.0,USA,2649.4946475120505,,,
Missouri,US,2020-05-08,38.4561,-92.2884,9733,483,,9250.0,29.0,166.10757039561355,108721.0,,4.962498715709441,84000029.0,USA,1855.4794165192127,,,
Arizona,US,2020-05-08,33.7298,-111.4312,10526,517,1747.0,8262.0,4.0,144.61339821289934,119907.0,1482.0,4.911647349420481,84000004.0,USA,1647.364501188877,14.07942238267148,,
Arkansas,US,2020-05-08,34.9697,-92.3731,3747,88,2159.0,1500.0,5.0,144.7261847790695,63994.0,466.0,2.348545503069122,84000005.0,USA,2471.7393831736786,12.436615959434215,,
California,US,2020-05-08,36.1162,-119.6816,63779,2613,,61166.0,6.0,162.6657607434284,875272.0,,4.096959814358958,84000006.0,USA,2232.3458463980623,,,
Colorado,US,2020-05-08,39.0598,-105.3111,18827,960,2869.0,14998.0,8.0,332.2325970523467,94536.0,3557.0,5.0990598608381585,84000008.0,USA,1668.2392731152413,18.89307908854305,,
Connecticut,US,2020-05-08,41.5978,-72.7554,32411,2874,5413.0,24124.0,9.0,909.0712753279048,120541.0,9389.0,8.867359846965536,84000009.0,USA,3380.962037558267,28.968560056770848,,
Delaware,US,2020-05-08,39.3185,-75.5071,6111,213,2288.0,3610.0,10.0,627.5647898258717,28264.0,,3.4855179185076093,84000010.0,USA,2902.551336874232,,,
Diamond Princess,US,2020-05-08,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,,
District of Columbia,US,2020-05-08,38.8974,-77.0268,5899,304,825.0,4770.0,11.0,835.8495725817537,27115.0,,5.153415833192066,84000011.0,USA,3842.017487803738,,,
Florida,US,2020-05-08,27.7663,-81.6868,39199,1669,,37530.0,12.0,184.61699896847333,513341.0,7157.0,4.257761677593817,84000012.0,USA,2417.701341041227,18.25811882956198,,
Georgia,US,2020-05-08,33.0406,-83.6431,32181,1400,,30781.0,13.0,317.38586323658626,227567.0,5935.0,4.350393089089836,84000013.0,USA,2244.3848463118056,18.44255927410584,,
Grand Princess,US,2020-05-08,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,,,
Guam,US,2020-05-08,13.4443,144.7937,151,5,122.0,24.0,66.0,91.94478441688129,3777.0,,3.3112582781456954,316.0,GUM,2299.837422136164,,,
Hawaii,US,2020-05-08,21.0943,-157.4983,629,17,565.0,47.0,15.0,44.42761829824564,36618.0,74.0,2.702702702702702,84000015.0,USA,2586.407832822192,11.764705882352944,,
Idaho,US,2020-05-08,44.2405,-114.4788,2178,67,1420.0,691.0,16.0,135.23775579836536,31270.0,206.0,3.076216712580349,84000016.0,USA,1941.636650052748,9.458218549127642,,
Illinois,US,2020-05-08,40.3495,-88.9861,73760,3241,,70519.0,17.0,628.5121075069277,399714.0,,4.393980477223427,84000017.0,USA,3405.980050705317,,,
Indiana,US,2020-05-08,39.8494,-86.2583,23146,1447,,21699.0,18.0,353.6983683053499,130128.0,4389.0,6.251620150349952,84000018.0,USA,1988.510380663552,18.962239695843774,,
Iowa,US,2020-05-08,42.0115,-93.2105,11457,243,4685.0,6529.0,19.0,437.17110572580816,70261.0,,2.1209740769835035,84000019.0,USA,2680.9879601467237,,,
Kansas,US,2020-05-08,38.5266,-96.7265,6667,168,332.0,6167.0,20.0,273.40712769552283,47708.0,608.0,2.519874006299685,84000020.0,USA,1956.458264301485,9.11954402279886,,
Kentucky,US,2020-05-08,37.6681,-84.6701,6288,298,2177.0,3813.0,21.0,183.68225073854111,81401.0,1684.0,4.739185750636132,84000021.0,USA,2377.8496966234075,26.78117048346056,,
Louisiana,US,2020-05-08,31.1695,-91.8678,30855,2227,20316.0,8312.0,22.0,671.1597719166132,202416.0,,7.21763085399449,84000022.0,USA,4402.964718595791,,,
Maine,US,2020-05-08,44.6939,-69.3819,1374,63,836.0,475.0,23.0,117.03517699228114,23466.0,194.0,4.585152838427947,84000023.0,USA,1998.7972804227575,14.119359534206696,,
Maryland,US,2020-05-08,39.0639,-76.8021,30485,1560,2041.0,26884.0,24.0,512.9275061897066,152187.0,5811.0,5.11727078891258,84000024.0,USA,2560.633045251529,19.06183368869936,,
Massachusetts,US,2020-05-08,42.2302,-71.5301,75333,4702,,70631.0,25.0,1097.5451981796598,366023.0,7434.0,6.241620538143973,84000025.0,USA,5332.6800482300405,9.868185257456894,,
Michigan,US,2020-05-08,43.3266,-84.5361,46386,4399,15659.0,26328.0,26.0,582.2077580256898,260253.0,,9.483464838528867,84000026.0,USA,3266.5311872000148,,,
Mississippi,US,2020-05-08,32.7416,-89.6787,9090,409,4421.0,4260.0,28.0,313.96729628219884,81191.0,1478.0,4.499449944994501,84000028.0,USA,2804.325495318813,16.25962596259626,,
Montana,US,2020-05-08,46.9219,-110.4544,458,16,420.0,22.0,30.0,52.887629952874576,20945.0,62.0,3.4934497816593884,84000030.0,USA,2418.6275313601705,13.537117903930133,,
Alabama,US,2020-05-08,32.3182,-86.9023,9437,383,,9002.0,1.0,200.15368219860665,120114.0,1207.0,4.0809802876931265,84000001.0,USA,2561.668554459609,12.86094832179009,,
Minnesota,US,2020-05-08,45.6945,-93.9002,10088,534,5697.0,3857.0,27.0,203.94440776266438,101270.0,1549.0,5.2934179222839015,84000027.0,USA,2047.3285263803546,15.354877081681206,,
Oklahoma,US,2020-05-09,35.5653,-96.9289,4490,270,3154.0,1066.0,40.0,122.75695162501222,95869.0,822.0,6.013363028953228,84000040.0,USA,2621.0659677813587,18.30734966592428,,
Montana,US,2020-05-09,46.9219,-110.4544,458,16,422.0,20.0,30.0,52.887629952874576,21329.0,62.0,3.4934497816593884,84000030.0,USA,2462.969998394895,13.537117903930133,,
Nebraska,US,2020-05-09,41.1254,-98.2681,8093,90,,8003.0,31.0,530.5938875164561,42976.0,,1.1120721611268998,84000031.0,USA,2817.5958124190306,,,
Nevada,US,2020-05-09,38.3135,-117.0554,6171,313,205.0,5653.0,32.0,204.5614789950731,56111.0,,5.072111489223789,84000032.0,USA,1860.0144462635792,,,
New Hampshire,US,2020-05-09,43.4525,-71.5639,3011,131,1210.0,1670.0,33.0,226.70666220933208,32298.0,309.0,4.350714048488873,84000033.0,USA,2431.807298584194,10.262371305214216,,
New Jersey,US,2020-05-09,40.2989,-74.521,137397,9116,15642.0,112639.0,34.0,1546.8820189615399,305206.0,,6.634788241373537,84000034.0,USA,3436.157073874799,,,
New Mexico,US,2020-05-09,34.8405,-106.2485,4778,191,1189.0,3398.0,35.0,286.53106115441193,93262.0,789.0,3.9974884889074933,84000035.0,USA,5592.812855877514,16.513185433235662,,
New York,US,2020-05-09,42.1657,-74.9481,333122,26612,57180.0,249330.0,36.0,1975.6924623503014,1153768.0,72255.0,7.988664813491753,84000036.0,USA,6842.810564600905,21.690251619526784,,
North Carolina,US,2020-05-09,35.6301,-79.8064,14478,551,,13927.0,37.0,145.97885131643622,186362.0,,3.8057742782152233,84000037.0,USA,1879.0517121863306,,,
North Dakota,US,2020-05-09,47.5289,-99.784,1464,35,762.0,667.0,38.0,241.417636020039,43933.0,110.0,2.390710382513661,84000038.0,USA,7244.672816440147,7.513661202185792,,
Northern Mariana Islands,US,2020-05-09,15.0979,145.6739,16,2,12.0,2.0,69.0,29.014942695488177,2337.0,,12.5,580.0,MNP,4237.995067459742,,,
Ohio,US,2020-05-09,40.3888,-82.7649,23697,1331,,22366.0,39.0,212.07532580504855,196670.0,4300.0,5.616744735620543,84000039.0,USA,1760.090067353627,18.14575684685825,,
Oregon,US,2020-05-09,44.572,-122.0709,3160,127,1125.0,1908.0,41.0,78.86053514359855,74620.0,662.0,4.018987341772152,84000041.0,USA,1862.206687473204,20.94936708860759,,
Missouri,US,2020-05-09,38.4561,-92.2884,9911,494,,9417.0,29.0,169.14539506739192,108898.0,,4.984360811219856,84000029.0,USA,1858.500174760251,,,
Pennsylvania,US,2020-05-09,40.5908,-77.2098,58560,3779,,54781.0,42.0,465.2235468258701,277107.0,,6.453210382513661,84000042.0,USA,2201.44640352248,,,
Rhode Island,US,2020-05-09,41.6809,-71.5118,10989,418,772.0,9799.0,44.0,1037.3234430944692,87815.0,1218.0,3.803803803803804,84000044.0,USA,8289.431081567096,11.083811083811083,,
South Carolina,US,2020-05-09,33.8569,-80.945,7531,330,4120.0,3081.0,45.0,149.42534437174788,80963.0,1252.0,4.38188819545877,84000045.0,USA,1606.4166984955282,16.624618244589033,,
South Dakota,US,2020-05-09,44.2998,-99.4388,3393,34,2125.0,1234.0,46.0,461.07309224723195,22952.0,253.0,1.0020630710285885,84000046.0,USA,3118.935930815935,7.4565281461833175,,
Tennessee,US,2020-05-09,35.7478,-86.6923,14768,242,7369.0,7157.0,47.0,224.9529278991441,252748.0,1319.0,1.6386782231852657,84000047.0,USA,3849.9730918643604,8.931473456121344,,
Texas,US,2020-05-09,31.0545,-97.5635,38415,1066,20141.0,17187.0,48.0,167.0425639193196,489294.0,,2.7764754909621296,84000048.0,USA,2128.7941936328475,,,
Utah,US,2020-05-09,40.15,-111.8624,6103,66,2901.0,3136.0,49.0,212.9536387052921,143294.0,498.0,1.0814353596591841,84000049.0,USA,4999.996510672805,8.159921350155662,,
Vermont,US,2020-05-09,44.0459,-72.7107,921,53,744.0,124.0,50.0,150.8374673062656,19527.0,,5.754614549402822,84000050.0,USA,3198.049103245872,,,
Virgin Islands,US,2020-05-09,18.3358,-64.8963,68,4,57.0,7.0,78.0,63.392624081739186,1092.0,,5.882352941176472,850.0,VIR,1018.0109631949882,,,
Virginia,US,2020-05-09,37.7693,-78.17,23196,827,3124.0,19245.0,51.0,293.35178058561587,137149.0,4717.0,3.5652698741162268,84000051.0,USA,1734.4759163449148,20.335402655630286,,
Washington,US,2020-05-09,47.4009,-121.4905,16674,921,,15753.0,53.0,220.86514655529717,235835.0,3450.0,5.52356962936308,84000053.0,USA,3123.8893989365783,20.690896005757466,,
Wisconsin,US,2020-05-09,44.2685,-89.6165,9939,398,4875.0,4666.0,55.0,192.0738936619093,111874.0,1806.0,4.004427004728846,84000055.0,USA,2161.9956514269493,18.170842137035923,,
West Virginia,US,2020-05-09,38.4912,-80.9545,1323,52,761.0,510.0,54.0,100.00015117180828,60997.0,,3.930461073318216,84000054.0,USA,4610.513394578072,,,
Puerto Rico,US,2020-05-09,18.2208,-66.5901,2173,108,,2065.0,72.0,74.07765984138584,2173.0,,4.970087436723424,630.0,PRI,74.07765984138584,,,
Mississippi,US,2020-05-09,32.7416,-89.6787,9378,421,4421.0,4536.0,28.0,323.91477497628836,81479.0,1512.0,4.489230113030497,84000028.0,USA,2814.272974012902,16.122840690978887,,
Wyoming,US,2020-05-09,42.756,-107.3025,653,7,438.0,208.0,56.0,131.324913522645,12047.0,64.0,1.0719754977029097,84000056.0,USA,2422.77371088408,9.800918836140886,,
Michigan,US,2020-05-09,43.3266,-84.5361,46815,4530,22686.0,19599.0,26.0,587.5922949159806,273486.0,,9.676385773790454,84000026.0,USA,3432.6234405082105,,,
Minnesota,US,2020-05-09,45.6945,-93.9002,10790,558,6322.0,3910.0,27.0,218.1364155193446,106263.0,1612.0,5.171455050973123,84000027.0,USA,2148.2696869631245,14.93975903614458,,
Alaska,US,2020-05-09,61.3707,-152.4044,378,10,318.0,50.0,2.0,63.237245064399936,26449.0,,2.6455026455026456,84000002.0,USA,4424.766917217762,,,
American Samoa,US,2020-05-09,-14.271,-170.132,0,0,,0.0,60.0,0.0,83.0,,,16.0,ASM,149.17057565464316,,,
Arizona,US,2020-05-09,33.7298,-111.4312,10960,532,2684.0,7744.0,4.0,150.57598749889573,128940.0,1514.0,4.854014598540147,84000004.0,USA,1771.4660427105493,13.813868613138686,,
Arkansas,US,2020-05-09,34.9697,-92.3731,3747,88,2968.0,691.0,5.0,144.7261847790695,65528.0,471.0,2.348545503069122,84000005.0,USA,2530.9894412070635,12.570056044835871,,
California,US,2020-05-09,36.1162,-119.6816,66558,2687,,63871.0,6.0,169.75348788098128,912570.0,,4.037080441119024,84000006.0,USA,2327.4728873395693,,,
Colorado,US,2020-05-09,39.0598,-105.3111,19375,967,2974.0,15434.0,8.0,341.9029355653698,96772.0,3600.0,4.990967741935483,84000008.0,USA,1707.6970777048755,18.580645161290324,,
Connecticut,US,2020-05-09,41.5978,-72.7554,32984,2932,5413.0,24639.0,9.0,925.142912758496,123569.0,9389.0,8.889158379820516,84000009.0,USA,3465.8920866679173,28.4653165170992,,
Delaware,US,2020-05-09,39.3185,-75.5071,6277,221,2450.0,3606.0,10.0,644.6120415213542,29296.0,,3.5207901863947746,84000010.0,USA,3008.531841390727,,,
Diamond Princess,US,2020-05-09,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,,
District of Columbia,US,2020-05-09,38.8974,-77.0268,6102,311,879.0,4912.0,11.0,864.6133398701237,28183.0,,5.0966896099639465,84000011.0,USA,3993.346076296247,,,
Florida,US,2020-05-09,27.7663,-81.6868,40001,1715,,38286.0,12.0,188.39420841699788,527731.0,7325.0,4.28739281517962,84000012.0,USA,2485.474463191188,18.312042198945026,,
Georgia,US,2020-05-09,33.0406,-83.6431,32588,1403,,31185.0,13.0,321.3999102313127,235324.0,5987.0,4.305265741990917,84000013.0,USA,2320.888439771493,18.371793298146557,,
Alabama,US,2020-05-09,32.3182,-86.9023,9720,390,,9278.0,1.0,206.18921678168658,125494.0,1228.0,4.033926354985518,84000001.0,USA,2676.407692470105,12.701696317749276,,
